name,family,gf_type,incoming_velocity,outgoing_velocity,angle
dribbleslide180_3_3_f045_sole,locomotion,movement,sprint,sprint,045
dribbleslide180_3_3_f090_in_Ltouch,locomotion,movement,sprint,sprint,090
dribbleslide180_3_3_f090_sole,locomotion,movement,sprint,sprint,090
dribbleslide180_3_3_f135_in_Ltouch,locomotion,movement,sprint,sprint,135
dribbleslide180_3_3_f135_sole,locomotion,movement,sprint,sprint,135
dribbleslide180_3_3_f180_sole,locomotion,movement,sprint,sprint,180
dribbleslide180_3_3_slide_045_in,locomotion,movement,sprint,sprint,045
dribbleslide180_3_3_slide_090_sole,locomotion,movement,sprint,sprint,090
dribbleslide180_3_3_slide_180_sole_v3,locomotion,movement,sprint,sprint,180
dribbleslide180_3_3_slide_f045_sole_L,locomotion,movement,sprint,sprint,045
dribbleslide180_3_3_slide_f090_sole_L,locomotion,movement,sprint,sprint,090
enum_dummy0,other,unknown,,,
enum_dummy1,other,unknown,,,
enum_dummy10,other,unknown,,,
enum_dummy11,other,unknown,,,
enum_dummy12,other,unknown,,,
enum_dummy13,other,unknown,,,
enum_dummy14,other,unknown,,,
enum_dummy15,other,unknown,,,
enum_dummy16,other,unknown,,,
enum_dummy17,other,unknown,,,
enum_dummy18,other,unknown,,,
enum_dummy19,other,unknown,,,
enum_dummy2,other,unknown,,,
enum_dummy20,other,unknown,,,
enum_dummy21,other,unknown,,,
enum_dummy22,other,unknown,,,
enum_dummy23,other,unknown,,,
enum_dummy24,other,unknown,,,
enum_dummy25,other,unknown,,,
enum_dummy26,other,unknown,,,
enum_dummy27,other,unknown,,,
enum_dummy3,other,unknown,,,
enum_dummy4,other,unknown,,,
enum_dummy5,other,unknown,,,
enum_dummy6,other,unknown,,,
enum_dummy7,other,unknown,,,
enum_dummy8,other,unknown,,,
enum_dummy9,other,unknown,,,
fall_air_lowbody_0_0_000,other,unknown,idle,idle,000
fall_air_lowbody_0_0_090,other,unknown,idle,idle,090
fall_air_lowbody_0_0_180,other,unknown,idle,idle,180
fall_air_lowbody_3_0_000,other,unknown,sprint,idle,000
fall_air_lowbody_3_0_090,other,unknown,sprint,idle,090
fall_air_upbody_0_0_000,other,unknown,idle,idle,000
fall_air_upbody_0_0_090,other,unknown,idle,idle,090
fall_air_upbody_0_0_180,other,unknown,idle,idle,180
fall_air_upbody_0_0_180_v2,other,unknown,idle,idle,180
fall_air_upbody_3_0_000,other,unknown,sprint,idle,000
fall_air_upbody_3_0_090,other,unknown,sprint,idle,090
fall_lowbody_0_0_000,other,unknown,idle,idle,000
fall_lowbody_0_0_000_allfours,other,unknown,idle,idle,000
fall_lowbody_0_0_000_roll,other,unknown,idle,idle,000
fall_lowbody_0_0_090,other,unknown,idle,idle,090
fall_lowbody_0_0_090_allfours,other,unknown,idle,idle,090
fall_lowbody_0_0_090_roll,other,unknown,idle,idle,090
fall_lowbody_0_0_180_roll,other,unknown,idle,idle,180
fall_lowbody_0_0_180_roll_v2,other,unknown,idle,idle,180
fall_lowbody_0_0_180_v2,other,unknown,idle,idle,180
fall_lowbody_0_0_180_v3,other,unknown,idle,idle,180
fall_lowbody_2_0_000,other,unknown,walk,idle,000
fall_lowbody_2_0_090_135,other,unknown,walk,idle,090
fall_lowbody_2_0_090_jostle,other,unknown,walk,idle,090
fall_lowbody_3_0_000,other,unknown,sprint,idle,000
fall_lowbody_3_0_000_diver,other,unknown,sprint,idle,000
fall_lowbody_3_0_000_roll,other,unknown,sprint,idle,000
fall_lowbody_3_0_000_roll_v2,other,unknown,sprint,idle,000
fall_lowbody_3_0_000_roll_v3,other,unknown,sprint,idle,000
fall_lowbody_3_0_000_slide_roll,other,unknown,sprint,idle,000
fall_lowbody_3_0_090,other,unknown,sprint,idle,090
fall_lowbody_3_0_090_divehip,other,unknown,sprint,idle,090
fall_lowbody_3_0_090_divehip_roll,other,unknown,sprint,idle,090
fall_lowbody_3_0_090_divehip_v2,other,unknown,sprint,idle,090
fall_lowbody_3_0_090_divehip_v3,other,unknown,sprint,idle,090
fall_lowbody_3_0_090_jostle,other,unknown,sprint,idle,090
fall_lowbody_3_0_090_jostle_v2,other,unknown,sprint,idle,090
fall_lowbody_3_0_090_plunge,other,unknown,sprint,idle,090
fall_lowbody_3_0_090_roll,other,unknown,sprint,idle,090
fall_lowbody_3_0_090_roll_v2,other,unknown,sprint,idle,090
fall_lowbody_3_0_090_stagger_down,other,unknown,sprint,idle,090
fall_lowbody_3_0_180,other,unknown,sprint,idle,180
fall_lowbody_3_0_180_divehead,other,unknown,sprint,idle,180
fall_lowbody_3_0_180_divehead_slide,other,unknown,sprint,idle,180
fall_lowbody_3_0_180_diveknee,other,unknown,sprint,idle,180
fall_upbody_0_0_000,other,unknown,idle,idle,000
fall_upbody_0_0_090,other,unknown,idle,idle,090
fall_upbody_0_0_090_facecover,other,unknown,idle,idle,090
fall_upbody_0_0_180,other,unknown,idle,idle,180
fall_upbody_0_0_180_carry,other,unknown,idle,idle,180
fall_upbody_0_0_180_guard_back,other,unknown,idle,idle,180
fall_upbody_0_0_180_hold_waist,other,unknown,idle,idle,180
fall_upbody_0_0_180_pulled,other,unknown,idle,idle,180
fall_upbody_2_0_020_tackle_lose_down,other,unknown,walk,idle,020
fall_upbody_2_0_020_tackle_lose_down_v2,other,unknown,walk,idle,020
fall_upbody_2_0_020_tackle_lose_down_v3,other,unknown,walk,idle,020
fall_upbody_2_0_090,other,unknown,walk,idle,090
fall_upbody_2_0_180,other,unknown,walk,idle,180
fall_upbody_3_0_000,other,unknown,sprint,idle,000
fall_upbody_3_0_000_fallforward,other,unknown,sprint,idle,000
fall_upbody_3_0_000_hold,other,unknown,sprint,idle,000
fall_upbody_3_0_020,other,unknown,sprint,idle,020
fall_upbody_3_0_020_roll,other,unknown,sprint,idle,020
fall_upbody_3_0_020_roll_v2,other,unknown,sprint,idle,020
fall_upbody_3_0_090,other,unknown,sprint,idle,090
fall_upbody_3_0_090_divehip,other,unknown,sprint,idle,090
fall_upbody_3_0_090_facecover,other,unknown,sprint,idle,090
fall_upbody_3_0_090_fallforward,other,unknown,sprint,idle,090
fall_upbody_3_0_090_hold_waist,other,unknown,sprint,idle,090
fall_upbody_3_0_090_jostle_push_lose,other,unknown,sprint,idle,090
fall_upbody_3_0_090_jostle_push_lose_v2,other,unknown,sprint,idle,090
fall_upbody_3_0_090_roll,other,unknown,sprint,idle,090
fall_upbody_3_0_090_stagger_down,other,unknown,sprint,idle,090
fall_upbody_3_0_090_stagger_down_v2,other,unknown,sprint,idle,090
fall_upbody_3_0_090_v2,other,unknown,sprint,idle,090
fall_upbody_3_0_090_v3,other,unknown,sprint,idle,090
fall_upbody_3_0_090_v4,other,unknown,sprint,idle,090
fall_upbody_3_0_180,other,unknown,sprint,idle,180
fall_upbody_3_0_180_hold,other,unknown,sprint,idle,180
fall_upbody_3_0_180_hold_waist,other,unknown,sprint,idle,180
fall_upbody_3_0_180_hold_waist_dive,other,unknown,sprint,idle,180
fall_upbody_3_0_180_hold_waist_fallforward,other,unknown,sprint,idle,180
fall_upbody_3_0_180_hold_waist_v2,other,unknown,sprint,idle,180
feint_L_0_3_000_doubletouch,feint,movement_special,idle,sprint,000
feint_L_0_3_090,feint,movement_special,idle,sprint,090
feint_ballroll_rabona_0_3_f045_y0_out_ver01,feint,movement_special,idle,sprint,045
feint_ballroll_scissors_0_3_090_y0_Ltouch_out_ver03,feint,movement_special,idle,sprint,090
feint_ballroll_scissors_0_3_f045_y0_Ltouch_in_ver20,feint,movement_special,idle,sprint,045
feint_ballroll_scissors_0_3_f045_y0_axisback_Ltouch_in_ver20,feint,movement_special,idle,sprint,045
feint_ballroll_stepover_0_3_045_y0_Ltouch_out_ver20,feint,movement_special,idle,sprint,045
feint_ballslide_0_0_slide_000,feint,movement_special,idle,idle,000
feint_ballslide_0_0_slide_045,feint,movement_special,idle,idle,045
feint_ballslide_0_0_slide_090,feint,movement_special,idle,idle,090
feint_ballslide_0_0_slide_180,feint,movement_special,idle,idle,180
feint_bodyfake_0_0_000_y0_ver03,feint,movement_special,idle,idle,000
feint_bodyfake_0_3_000_out_Ltouch,feint,movement_special,idle,sprint,000
feint_bodyfake_0_3_045_out_Ltouch,feint,movement_special,idle,sprint,045
feint_bodyfake_0_3_090_out_Ltouch,feint,movement_special,idle,sprint,090
feint_bodyfake_0_3_135_out_Ltouch,feint,movement_special,idle,sprint,135
feint_bodyfake_0_3_180_out_Ltouch,feint,movement_special,idle,sprint,180
feint_bodyfake_0_3_f045_in_Ltouch,feint,movement_special,idle,sprint,045
feint_bodyfake_0_3_f090_in_Ltouch,feint,movement_special,idle,sprint,090
feint_bodyfake_0_3_f135_in_Ltouch,feint,movement_special,idle,sprint,135
feint_bodyfake_0_3_f180_in_Ltouch,feint,movement_special,idle,sprint,180
feint_boomerang_0_3_f135_y2_instep,feint,movement_special,idle,sprint,135
feint_boomerang_0_3_f180_y2_instep,feint,movement_special,idle,sprint,180
feint_chapeau_0_3_090_y4_out_ver21,feint,movement_special,idle,sprint,090
feint_chapeau_0_3_090_y6_out_ver23,feint,movement_special,idle,sprint,090
feint_chapeau_0_3_135_y5_instep_ver12,feint,movement_special,idle,sprint,135
feint_chapeau_0_3_135_y5_out_ver01,feint,movement_special,idle,sprint,135
feint_chapeau_0_3_180_y5_far_instep_ver03,feint,movement_special,idle,sprint,180
feint_chapeau_0_3_180_y5_out_ver01,feint,movement_special,idle,sprint,180
feint_chapeau_0_3_f180_sidenear_y4_far_instep_ver03,feint,movement_special,idle,sprint,180
feint_chapeau_meialua_0_3_180_sidenear_y4_out_ver12,feint,movement_special,idle,sprint,180
feint_chapeu_0_3_135_y2_instep,feint,movement_special,idle,sprint,135
feint_chapeu_0_3_180_y0_instep,feint,movement_special,idle,sprint,180
feint_chapeu_0_3_180_y2_instep,feint,movement_special,idle,sprint,180
feint_chapeu_0_3_f135_y0_instep,feint,movement_special,idle,sprint,135
feint_chapeu_0_3_f135_y2_instep_ver2,feint,movement_special,idle,sprint,135
feint_combo_steoover_scissors_bodyfake_0_0_000_y0_ver01,feint,movement_special,idle,idle,000
feint_doubletouch_0_3_000,feint,movement_special,idle,sprint,000
feint_doubletouch_0_3_000_sole,feint,movement_special,idle,sprint,000
feint_doubletouch_0_3_000_y0_in_in_ver21,feint,movement_special,idle,sprint,000
feint_doubletouch_0_3_045_y0_ver03,feint,movement_special,idle,sprint,045
feint_doubletouch_0_3_090,feint,movement_special,idle,sprint,090
feint_doubletouch_0_3_135,feint,movement_special,idle,sprint,135
feint_doubletouch_0_3_f045,feint,movement_special,idle,sprint,045
feint_doubletouch_0_3_f045_sole,feint,movement_special,idle,sprint,045
feint_doubletouch_0_3_f090,feint,movement_special,idle,sprint,090
feint_doubletouch_0_3_f090_sole_axisback,feint,movement_special,idle,sprint,090
feint_doubletouch_0_3_f135,feint,movement_special,idle,sprint,135
feint_doubletouch_0_3_f180,feint,movement_special,idle,sprint,180
feint_drawclose_0_3_045_y0_sole_in_ver21,feint,movement_special,idle,sprint,045
feint_drawdoubletouch_0_3_045_y0_sole_in_ver21,feint,movement_special,idle,sprint,045
feint_drawopen_0_3_000,feint,movement_special,idle,sprint,000
feint_drawopen_0_3_f045,feint,movement_special,idle,sprint,045
feint_drawopen_0_3_f090,feint,movement_special,idle,sprint,090
feint_elastico_0_3_045_out_in,feint,movement_special,idle,sprint,045
feint_elastico_0_3_f045_in_out,feint,movement_special,idle,sprint,045
feint_elasticoreturn_0_3_f045_in,feint,movement_special,idle,sprint,045
feint_heellift_0_3_000,feint,movement_special,idle,sprint,000
feint_inout_0_3_f045,feint,movement_special,idle,sprint,045
feint_kick_000_0_3_045_onetime,feint,movement_special,idle,sprint,000
feint_kick_000_0_3_090_onetime,feint,movement_special,idle,sprint,000
feint_kick_000_0_3_135_onetime,feint,movement_special,idle,sprint,000
feint_kick_0_0_000_notouch_kicktheground_ver11,feint,movement_special,idle,idle,000
feint_kick_0_0_000_notouch_ver11,feint,movement_special,idle,idle,000
feint_kick_0_0_000_sole,feint,movement_special,idle,idle,000
feint_kick_0_0_045_notouch_kicktheground_ver11,feint,movement_special,idle,idle,045
feint_kick_0_3_000_out_ver12,feint,movement_special,idle,sprint,000
feint_kick_0_3_045_in_cruijff_ver12,feint,movement_special,idle,sprint,045
feint_kick_0_3_045_in_ver12,feint,movement_special,idle,sprint,045
feint_kick_0_3_090_in_cruijff_ver12,feint,movement_special,idle,sprint,090
feint_kick_0_3_090_in_vanpersie_ver2,feint,movement_special,idle,sprint,090
feint_kick_0_3_090_in_ver12,feint,movement_special,idle,sprint,090
feint_kick_0_3_135_in_cruijff_ver12,feint,movement_special,idle,sprint,135
feint_kick_0_3_135_in_ver2,feint,movement_special,idle,sprint,135
feint_kick_0_3_180_in_cruijff_ver12,feint,movement_special,idle,sprint,180
feint_kick_0_3_f045_out_ver12,feint,movement_special,idle,sprint,045
feint_kick_0_3_f090_out_ver12,feint,movement_special,idle,sprint,090
feint_kick_0_3_f135_out_ver12,feint,movement_special,idle,sprint,135
feint_kick_notouch_0_0_000_y0_toe_ver24,feint,movement_special,idle,idle,000
feint_kickchapeu_0_3_045_y0_toe_arc_ver2,feint,movement_special,idle,sprint,045
feint_kickout_0_3_000_y0_toe_ver01,feint,movement_special,idle,sprint,000
feint_kickout_0_3_f045_y0_out_ver03,feint,movement_special,idle,sprint,045
feint_kickout_0_3_f090_y0_out_ver03,feint,movement_special,idle,sprint,090
feint_kickout_shoot_0_3_000_y0_out_ver21,feint,movement_special,idle,sprint,000
feint_kickout_shoot_0_3_f045_y0_out_ver21,feint,movement_special,idle,sprint,045
feint_kickout_shoot_0_3_f090_y0_out_ver21,feint,movement_special,idle,sprint,090
feint_lift_0_0_000_y0_instep,feint,movement_special,idle,idle,000
feint_lift_0_0_000_y2_in,feint,movement_special,idle,idle,000
feint_nutmeg_0_4_000,feint,movement_special,idle,sprint,000
feint_nutmeg_0_4_022_in,feint,movement_special,idle,sprint,022
feint_nutmeg_0_4_045_in,feint,movement_special,idle,sprint,045
feint_nutmeg_0_4_f022_in,feint,movement_special,idle,sprint,022
feint_nutmeg_0_4_f045_out,feint,movement_special,idle,sprint,045
feint_nutmeg_avoid_0_3_045_y0_in_ver01,feint,movement_special,idle,sprint,045
feint_nutmeg_avoid_0_3_045_y0_sole_ver01,feint,movement_special,idle,sprint,045
feint_nutmeg_avoid_0_3_f045_y0_out_ver20,feint,movement_special,idle,sprint,045
feint_outin_0_3_000_y0_ver21,feint,movement_special,idle,sprint,000
feint_outin_0_3_045,feint,movement_special,idle,sprint,045
feint_outout_0_3_f045_y0_ver23,feint,movement_special,idle,sprint,045
feint_passfake090_0_3_f090,feint,movement_special,idle,sprint,090
feint_rainbowflick_0_3_000_y0_ver20,feint,movement_special,idle,sprint,000
feint_roulette_0_3_000,feint,movement_special,idle,sprint,000
feint_roulette_0_3_f045,feint,movement_special,idle,sprint,045
feint_roulette_0_3_f090,feint,movement_special,idle,sprint,090
feint_roulette_0_3_ribery_f090,feint,movement_special,idle,sprint,090
feint_roulettesingle_0_3_000,feint,movement_special,idle,sprint,000
feint_roulettesingle_0_3_045,feint,movement_special,idle,sprint,045
feint_roulettesingle_0_3_090,feint,movement_special,idle,sprint,090
feint_scissors_0_0_000_y0_ver03,feint,movement_special,idle,idle,000
feint_scissors_doubletouch_0_3_000_y0_in_ver20,feint,movement_special,idle,sprint,000
feint_scissorsin_0_0_000,feint,movement_special,idle,idle,000
feint_scissorsin_0_3_000_out,feint,movement_special,idle,sprint,000
feint_scissorsin_0_3_045_in,feint,movement_special,idle,sprint,045
feint_scissorsin_0_3_090_in,feint,movement_special,idle,sprint,090
feint_scissorsin_0_3_135_in,feint,movement_special,idle,sprint,135
feint_scissorsin_0_3_180_in,feint,movement_special,idle,sprint,180
feint_scissorsin_0_3_f045_out,feint,movement_special,idle,sprint,045
feint_scissorsin_0_3_f090_out,feint,movement_special,idle,sprint,090
feint_scissorsin_0_3_f135_out,feint,movement_special,idle,sprint,135
feint_scissorsin_0_3_f180_out,feint,movement_special,idle,sprint,180
feint_shakebody_0_0_000_y0_ver24,feint,movement_special,idle,idle,000
feint_shakefoot_0_0_000,feint,movement_special,idle,idle,000
feint_shakefoot_0_0_000_once,feint,movement_special,idle,idle,000
feint_shakefoot_0_0_000_once_quick,feint,movement_special,idle,idle,000
feint_shakefoot_0_0_000_quick,feint,movement_special,idle,idle,000
feint_shakefoot_0_0_000_twice,feint,movement_special,idle,idle,000
feint_shakefoot_0_0_000_twice_quick,feint,movement_special,idle,idle,000
feint_sliderabona_0_3_f045,feint,movement_special,idle,sprint,045
feint_sombreroflick_meialua_0_3_180_y0_instep_ver23,feint,movement_special,idle,sprint,180
feint_stepkick_0_3_000,feint,movement_special,idle,sprint,000
feint_stepkick_0_3_f045,feint,movement_special,idle,sprint,045
feint_stepkick_0_3_f090,feint,movement_special,idle,sprint,090
feint_stepover_0_0_000_y0_ver20,feint,movement_special,idle,idle,000
feint_stepover_jump_0_0_000_y0_ver12,feint,movement_special,idle,idle,000
feint_through_0_0_000_y0,feint,movement_special,idle,idle,000
feint_through_0_0_000_y6,feint,movement_special,idle,idle,000
feint_through_0_4_f180,feint,movement_special,idle,sprint,180
feint_through_0_4_f180_y5_ver21,feint,movement_special,idle,sprint,180
feint_through_guardback_0_4_f180_y0_ver21,feint,movement_special,idle,sprint,180
feint_trap_0_0_000_y2_in_axisback_ver20,feint,movement_special,idle,idle,000
feint_trap_0_3_090_sole_Axisback,feint,movement_special,idle,sprint,090
feint_trap_0_3_090_y2_axisback_in_ver20,feint,movement_special,idle,sprint,090
feint_trap_0_3_f270_y5_back_ver12,feint,movement_special,idle,sprint,270
feint_trap_0_3_f315_y5_back_ver12,feint,movement_special,idle,sprint,315
feint_trap_chapeau_meialua_0_3_135_sidenear_y1_in_ver12,feint,movement_special,idle,sprint,135
feint_trap_chapeau_meialua_0_3_180_sidefar_y0_toe_ver03,feint,movement_special,idle,sprint,180
feint_trap_lift_0_0_000_sidemid_y0_toe_ver13,feint,movement_special,idle,idle,000
feint_trap_lift_0_0_000_sidenear_y4_thigh_ver12,feint,movement_special,idle,idle,000
feint_trap_lift_0_0_000_y4_thigh_ver12,feint,movement_special,idle,idle,000
feint_trap_lift_0_0_000_y4_thigh_ver13,feint,movement_special,idle,idle,000
feint_trap_lift_0_0_000_y5_breast_ver01,feint,movement_special,idle,idle,000
feint_trap_lift_0_0_000_y6_breast_ver12,feint,movement_special,idle,idle,000
feint_trap_lift_guardside_0_0_s_000_sidefar_y0_near_toe_ver16,feint,movement_special,idle,idle,000
feint_trap_meialua_0_3_135_y0_near_axisback_in_ver13,feint,movement_special,idle,sprint,135
feint_trap_meialua_0_3_f225_y0_axisback_in_ver01,feint,movement_special,idle,sprint,225
feint_trapboomerang_0_4_f090_y0,feint,movement_special,idle,sprint,090
feint_trapboomerang_0_4_f090_y2,feint,movement_special,idle,sprint,090
feintback_through_3_4_f180,feint,movement_special,sprint,sprint,180
feintback_through_3_4_f180_y5_ver21,feint,movement_special,sprint,sprint,180
feintback_trap_3_0_000_sideRev_y2_axisback_in_ver03,feint,movement_special,sprint,idle,000
feintback_trap_reverse_3_3_000_y0_in_ver23,feint,movement_special,sprint,sprint,000
feintback_trap_reverse_3_3_f045_y0_in_ver23,feint,movement_special,sprint,sprint,045
feintrun_2_3_090_sidenear_y4_out_ver12,feint,movement_special,walk,sprint,090
feintrun_L_3_3_090,feint,movement_special,sprint,sprint,090
feintrun_ballroll_onetime_2_2_f180_y0_in_Ltouch_ver13,feint,movement_special,walk,walk,180
feintrun_ballroll_onetime_3_3_f090_y0_Ltouch_in_ver03,feint,movement_special,sprint,sprint,090
feintrun_ballroll_rabona_3_3_f022_y0_out_ver03,feint,movement_special,sprint,sprint,022
feintrun_ballroll_scissors_3_3_045_y0_Ltouch_out_ver03,feint,movement_special,sprint,sprint,045
feintrun_ballroll_scissors_3_3_f045_y0_Ltouch_in_ver20,feint,movement_special,sprint,sprint,045
feintrun_ballroll_stepover_3_3_045_y0_Ltouch_out_ver20,feint,movement_special,sprint,sprint,045
feintrun_bodyfake_3_3_000,feint,movement_special,sprint,sprint,000
feintrun_bodyfake_3_3_000_out_Ltouch,feint,movement_special,sprint,sprint,000
feintrun_bodyfake_3_3_045_out_Ltouch,feint,movement_special,sprint,sprint,045
feintrun_bodyfake_3_3_090_out_Ltouch,feint,movement_special,sprint,sprint,090
feintrun_bodyfake_3_3_135_out_Ltouch,feint,movement_special,sprint,sprint,135
feintrun_bodyfake_3_3_180_out_Ltouch,feint,movement_special,sprint,sprint,180
feintrun_bodyfake_3_3_f045_in_Ltouch,feint,movement_special,sprint,sprint,045
feintrun_bodyfake_3_3_f090_in_Ltouch,feint,movement_special,sprint,sprint,090
feintrun_bodyfake_3_3_f135_in_Ltouch,feint,movement_special,sprint,sprint,135
feintrun_bodyfake_3_3_f180_in_Ltouch,feint,movement_special,sprint,sprint,180
feintrun_bodyfake_front_3_3_000_y0_ver03,feint,movement_special,sprint,sprint,000
feintrun_bodyfake_turn_3_3_022_y0_out_Ltouch_ver01,feint,movement_special,sprint,sprint,022
feintrun_bodyfake_turn_3_3_045_y0_out_Ltouch_ver01,feint,movement_special,sprint,sprint,045
feintrun_bodyfake_turn_3_3_090_y0_out_Ltouch_ver20,feint,movement_special,sprint,sprint,090
feintrun_boomerang_3_3_f135_y2_out,feint,movement_special,sprint,sprint,135
feintrun_boomerang_3_3_f180_y2_out,feint,movement_special,sprint,sprint,180
feintrun_chapeau_1_3_f090_y4_far_instep_ver01,feint,movement_special,dribble,sprint,090
feintrun_chapeau_1_4_f135_y0_out_ver13,feint,movement_special,dribble,sprint,135
feintrun_chapeau_1_4_f135_y5_far_instep_ver12,feint,movement_special,dribble,sprint,135
feintrun_chapeau_3_3_000_sidemidRev_y3_rear_axisback_in_ver01,feint,movement_special,sprint,sprint,000
feintrun_chapeau_3_3_135_sidenear_y4_far_instep_ver12,feint,movement_special,sprint,sprint,135
feintrun_chapeau_3_3_135_y0_in_ver20,feint,movement_special,sprint,sprint,135
feintrun_chapeau_3_3_f067_y2_far_instep_ver13,feint,movement_special,sprint,sprint,067
feintrun_chapeau_3_3_f135_y0_out_ver20,feint,movement_special,sprint,sprint,135
feintrun_chapeau_3_3_f180_y0_out_ver01,feint,movement_special,sprint,sprint,180
feintrun_chapeu_3_3_135_y2_instep,feint,movement_special,sprint,sprint,135
feintrun_chapeu_3_3_180_y0_instep,feint,movement_special,sprint,sprint,180
feintrun_chapeu_3_3_180_y2_instep,feint,movement_special,sprint,sprint,180
feintrun_chapeu_3_3_180_y4_instep,feint,movement_special,sprint,sprint,180
feintrun_chapeu_3_3_f135_y0_instep,feint,movement_special,sprint,sprint,135
feintrun_doubletouch_1_3_000_y0_ver01,feint,movement_special,dribble,sprint,000
feintrun_doubletouch_3_3_000_sole,feint,movement_special,sprint,sprint,000
feintrun_doubletouch_3_3_000_y0_in_in_ver21,feint,movement_special,sprint,sprint,000
feintrun_doubletouch_3_3_045,feint,movement_special,sprint,sprint,045
feintrun_doubletouch_3_3_090,feint,movement_special,sprint,sprint,090
feintrun_doubletouch_3_3_135,feint,movement_special,sprint,sprint,135
feintrun_doubletouch_3_3_f045,feint,movement_special,sprint,sprint,045
feintrun_doubletouch_3_3_f045_sole,feint,movement_special,sprint,sprint,045
feintrun_doubletouch_3_3_f090,feint,movement_special,sprint,sprint,090
feintrun_doubletouch_3_3_f135,feint,movement_special,sprint,sprint,135
feintrun_doubletouch_3_3_f180,feint,movement_special,sprint,sprint,180
feintrun_drawclose_3_3_045_y0_sole_in_ver20,feint,movement_special,sprint,sprint,045
feintrun_drawdoubletouch_3_3_045_y0_sole_in_ver21,feint,movement_special,sprint,sprint,045
feintrun_drawopen_3_3_000,feint,movement_special,sprint,sprint,000
feintrun_drawopen_3_3_f045,feint,movement_special,sprint,sprint,045
feintrun_drawopen_3_3_f090,feint,movement_special,sprint,sprint,090
feintrun_elastico_3_3_045_out_in,feint,movement_special,sprint,sprint,045
feintrun_elastico_3_3_f045_in_out,feint,movement_special,sprint,sprint,045
feintrun_elasticoreturn_3_3_f045_in,feint,movement_special,sprint,sprint,045
feintrun_heellift_3_3_000,feint,movement_special,sprint,sprint,000
feintrun_inout_3_3_f045,feint,movement_special,sprint,sprint,045
feintrun_kick_3_0_090_in_ver2,feint,movement_special,sprint,idle,090
feintrun_kick_3_0_090_rabona_ver2,feint,movement_special,sprint,idle,090
feintrun_kick_3_3_000_doubletouch_ver2,feint,movement_special,sprint,sprint,000
feintrun_kick_3_3_000_out,feint,movement_special,sprint,sprint,000
feintrun_kick_3_3_000_rabona_ver2,feint,movement_special,sprint,sprint,000
feintrun_kick_3_3_000_stepkick_ver2,feint,movement_special,sprint,sprint,000
feintrun_kick_3_3_045_in_ver2,feint,movement_special,sprint,sprint,045
feintrun_kick_3_3_067_in_vanpersie_ver2,feint,movement_special,sprint,sprint,067
feintrun_kick_3_3_067_in_ver2,feint,movement_special,sprint,sprint,067
feintrun_kick_3_3_090_sole_nutmeg,feint,movement_special,sprint,sprint,090
feintrun_kick_3_3_135_in,feint,movement_special,sprint,sprint,135
feintrun_kick_3_3_135_in_cruijff_ver2,feint,movement_special,sprint,sprint,135
feintrun_kick_3_3_180_in,feint,movement_special,sprint,sprint,180
feintrun_kick_3_3_180_in_cruijff_ver2,feint,movement_special,sprint,sprint,180
feintrun_kick_3_3_f045_out,feint,movement_special,sprint,sprint,045
feintrun_kick_3_3_f067_y0_out_ver01,feint,movement_special,sprint,sprint,067
feintrun_kick_3_3_f135_out,feint,movement_special,sprint,sprint,135
feintrun_kick_3_3_f180_sole_ver2,feint,movement_special,sprint,sprint,180
feintrun_kick_4_0_090_in_ver2,feint,movement_special,sprint,idle,090
feintrun_kick_4_0_135_in,feint,movement_special,sprint,idle,135
feintrun_kick_4_3_000_out,feint,movement_special,sprint,sprint,000
feintrun_kick_4_3_045_in,feint,movement_special,sprint,sprint,045
feintrun_kick_4_3_f045_out,feint,movement_special,sprint,sprint,045
feintrun_lift_2_3_f045_sidenear_y2_far_ver12,feint,movement_special,walk,sprint,045
feintrun_lift_3_3_000_y2_instep,feint,movement_special,sprint,sprint,000
feintrun_lift_3_3_000_y4_thigh,feint,movement_special,sprint,sprint,000
feintrun_lift_3_3_045_y2_instep_ver12,feint,movement_special,sprint,sprint,045
feintrun_lifting_3_3_000_y1_instep_instep_RLtouch_ver13,feint,movement_special,sprint,sprint,000
feintrun_nutmeg_3_4_000,feint,movement_special,sprint,sprint,000
feintrun_nutmeg_3_4_022_in,feint,movement_special,sprint,sprint,022
feintrun_nutmeg_3_4_045_in,feint,movement_special,sprint,sprint,045
feintrun_nutmeg_3_4_f022_out,feint,movement_special,sprint,sprint,022
feintrun_nutmeg_3_4_f045_out,feint,movement_special,sprint,sprint,045
feintrun_nutmeg_3_4_f135_sole,feint,movement_special,sprint,sprint,135
feintrun_nutmeg_avoid_3_3_022_y0_in_ver01,feint,movement_special,sprint,sprint,022
feintrun_nutmeg_avoid_3_3_022_y0_sole_ver01,feint,movement_special,sprint,sprint,022
feintrun_nutmeg_avoid_3_3_045_y0_in_ver03,feint,movement_special,sprint,sprint,045
feintrun_nutmeg_avoid_3_3_045_y0_sole_ver03,feint,movement_special,sprint,sprint,045
feintrun_nutmeg_avoid_3_3_f022_y0_out_ver01,feint,movement_special,sprint,sprint,022
feintrun_nutmeg_avoid_3_3_f045_y0_out_ver20,feint,movement_special,sprint,sprint,045
feintrun_onetime_3_3_045_y0_in_ver20,feint,movement_special,sprint,sprint,045
feintrun_onetime_3_3_067_y0_in_ver20,feint,movement_special,sprint,sprint,067
feintrun_outin_3_3_045,feint,movement_special,sprint,sprint,045
